ID,Rank,UTC,ItemNo,GroupingFactor,Grouped,ACC,RT_1,ChoiceLoc,ChoiceSym,RT_2
4,16,1419696506675,0,None,yes,yes,1107,left,C,1339
4,20,1419696532955,0,None,yes,yes,1459,top,C,1744
4,24,1419696557176,0,None,yes,yes,1386,right,C,1811
5,18,1419693252510,7,Dist,no,yes,3260,right,A_pop,2841
5,13,1419693220839,4,Dist,yes,yes,3406,right,A,2900
5,22,1419693283037,22,Line,no,yes,2719,left,A_pop,2537
5,17,1419693244002,19,Line,no,yes,1738,right,A_pop,1615
5,12,1419693212125,13,Ellipse,yes,yes,2516,right,A,2251
5,21,1419693275372,10,Ellipse,yes,yes,2133,left,A,3098
5,19,1419693259514,1,None,no,yes,2345,right,A,2253
5,9,1419693193434,0,None,yes,yes,2965,right,C,1945
5,10,1419693199734,0,None,yes,yes,2262,top,C,1626
5,11,1419693204918,0,None,yes,yes,1424,right,C,1353
5,14,1419693226738,0,None,yes,yes,1723,right,C,1770
5,15,1419693232507,0,None,yes,yes,1509,left,C,1851
5,16,1419693238240,0,None,yes,yes,2005,left,C,1320
5,20,1419693267727,0,None,yes,yes,3235,top,C,2565
6,19,1419693268637,7,Dist,yes,yes,1717,left,A,1480
6,22,1419693286645,4,Dist,yes,yes,1620,right,A,1573
6,21,1419693281028,22,Line,yes,yes,1771,right,A,1311
6,13,1419693232853,19,Line,yes,yes,2273,left,A,2310
6,14,1419693238683,13,Ellipse,yes,yes,1859,right,A,1503
6,16,1419693250509,10,Ellipse,no,yes,1861,right,A_pop,1301
6,17,1419693256117,1,None,no,yes,1735,right,A,1461
6,12,1419693225829,0,None,yes,yes,3951,top,C,3149
6,15,1419693244928,0,None,yes,yes,1817,left,C,2018
6,18,1419693263021,0,None,yes,yes,1863,left,C,2631
6,20,1419693275534,0,None,yes,yes,1948,right,C,2536
6,23,1419693291702,0,None,yes,yes,1223,right,C,1407
6,24,1419693297524,0,None,yes,yes,1669,top,C,1742
6,25,1419693302404,0,None,yes,yes,1118,right,C,1350
7,13,1419693859936,7,Dist,yes,yes,1530,left,A,1060
7,11,1419693849466,4,Dist,yes,yes,1594,right,A,1140
7,18,1419693889231,22,Line,no,yes,2580,left,A_pop,1484
7,16,1419693876782,19,Line,yes,yes,2300,left,A,1680
7,10,1419693844313,13,Ellipse,no,yes,1849,left,A_pop,3380
7,19,1419693895638,10,Ellipse,yes,yes,2460,left,A,1537
7,21,1419693914232,1,None,no,yes,2296,right,A,6635
7,9,1419693836630,0,None,yes,yes,2964,right,C,1420
7,12,1419693854943,0,None,yes,yes,1697,top,C,1340
7,14,1419693865282,0,None,yes,yes,1514,top,C,1413
7,15,1419693870379,0,None,yes,yes,1204,left,C,1487
7,17,1419693882765,0,None,yes,yes,1806,right,C,1753
7,20,1419693902881,0,None,yes,yes,3887,right,C,930
7,22,1419693920583,0,None,yes,yes,1778,left,C,1806
8,17,1419696555662,7,Dist,no,yes,1431,right,A_pop,1240
8,16,1419696550588,4,Dist,yes,yes,1424,right,A,2338
8,9,1419696511555,22,Line,no,yes,2346,left,A_pop,2351
8,10,1419696516919,19,Line,no,yes,1658,right,A_pop,1296
8,15,1419696544419,13,Ellipse,no,yes,1483,left,A_pop,1273
8,13,1419696533751,10,Ellipse,no,yes,1730,right,A_pop,1375
8,19,1419696565581,1,None,no,yes,1484,right,A,1194
8,11,1419696522697,0,None,yes,yes,1522,left,C,1849
8,12,1419696528234,0,None,yes,yes,1502,top,C,1631
8,14,1419696539255,0,None,yes,yes,1620,right,C,1480
8,18,1419696560498,0,None,yes,yes,1097,right,C,1333
8,20,1419696570757,0,None,yes,yes,1239,top,C,1528
8,21,1419696575936,0,None,yes,yes,1382,left,C,1391
8,22,1419696581335,0,None,yes,yes,1568,right,C,1424
9,20,1419693382219,7,Dist,yes,yes,1541,left,A,983
9,10,1419693325483,4,Dist,yes,yes,1930,right,A,1576
9,13,1419693344595,22,Line,yes,yes,1742,right,A,2630
9,9,1419693319572,19,Line,yes,yes,3186,left,A,2726
9,12,1419693337819,13,Ellipse,yes,yes,2406,right,A,1455
9,16,1419693361939,10,Ellipse,yes,yes,2312,left,A,1607
9,21,1419693386883,1,None,no,yes,1078,right,A,1183
9,11,1419693331540,0,None,yes,yes,1680,right,C,1969
9,14,1419693350340,0,None,yes,yes,1709,top,C,1631
9,15,1419693355611,0,None,yes,yes,1333,left,C,1536
9,17,1419693367692,0,None,yes,yes,1911,right,C,1440
9,18,1419693372515,0,None,yes,yes,1133,right,C,1288
9,19,1419693377291,0,None,yes,yes,1188,left,C,1184
9,22,1419693391973,0,None,yes,yes,1567,top,C,1121
10,18,1419693020783,7,Dist,no,yes,1112,right,A_pop,835
10,17,1419693016423,4,Dist,yes,yes,1333,right,A,702
10,13,1419692996117,22,Line,yes,yes,1208,right,A,1072
10,12,1419692991429,19,Line,no,yes,1703,right,A_pop,1143
10,10,1419692979821,13,Ellipse,yes,yes,3094,right,A,2907
10,16,1419693011966,10,Ellipse,no,yes,1339,right,A_pop,1174
10,14,1419693001221,1,None,no,yes,1434,right,A,1264
10,11,1419692986165,0,None,yes,yes,1927,right,C,1997
10,15,1419693007037,0,None,yes,yes,1803,top,C,1607
10,19,1419693026442,0,None,yes,yes,1649,left,C,1592
10,20,1419693031935,0,None,yes,yes,1768,left,C,1311
10,21,1419693036495,0,None,yes,yes,1059,right,C,1094
10,22,1419693040831,0,None,yes,yes,898,right,C,1031
10,23,1419693045695,0,None,yes,yes,1468,top,C,992
11,16,1419693558314,7,Dist,yes,yes,2510,left,A,1765
11,13,1419693539014,4,Dist,yes,yes,2103,right,A,1869
11,17,1419693564053,22,Line,yes,yes,1726,right,A,1577
11,15,1419693551600,19,Line,yes,yes,2137,left,A,1513
11,14,1419693545504,13,Ellipse,yes,yes,2234,right,A,1755
11,23,1419693599942,10,Ellipse,yes,yes,2069,left,A,1583
11,18,1419693570100,1,None,no,yes,1863,left,A,1761
11,11,1419693526609,0,None,yes,yes,2291,right,C,2180
11,12,1419693532543,0,None,yes,yes,2082,top,C,1418
11,19,1419693576186,0,None,yes,yes,1957,left,C,1683
11,20,1419693581876,0,None,yes,yes,1606,left,C,1651
11,21,1419693587366,0,None,yes,yes,1582,top,C,1474
11,22,1419693593839,0,None,yes,yes,1554,right,C,2491
11,24,1419693605270,0,None,yes,yes,1457,right,C,1406
12,11,1419693944308,7,Dist,no,yes,1825,right,A_pop,1439
12,19,1419693998807,4,Dist,no,yes,1948,left,A_pop,2006
12,22,1419694018434,22,Line,no,yes,2318,left,A_pop,1830
12,15,1419693971857,19,Line,yes,yes,3501,left,A,2060
12,17,1419693985402,13,Ellipse,yes,yes,2344,right,A,2324
12,10,1419693938597,10,Ellipse,yes,yes,2706,left,A,3937
12,16,1419693978263,1,None,no,yes,2331,left,A,1627
12,9,1419693929446,0,None,yes,yes,2729,left,C,2290
12,12,1419693950544,0,None,yes,yes,2007,right,C,1794
12,13,1419693957001,0,None,yes,yes,2152,left,C,1867
12,14,1419693963838,0,None,yes,yes,2229,top,C,2141
12,18,1419693992410,0,None,yes,yes,2484,right,C,2059
12,20,1419694005558,0,None,yes,yes,2255,top,C,2039
12,21,1419694011819,0,None,yes,yes,1785,right,C,2031
13,10,1419693292626,7,Dist,yes,yes,1930,left,A,3078
13,13,1419693317335,4,Dist,yes,yes,1753,right,A,1070
13,12,1419693310427,22,Line,yes,yes,2758,right,A,2067
13,18,1419693348447,19,Line,yes,yes,2224,left,A,1504
13,11,1419693300627,13,Ellipse,yes,yes,3252,right,A,1840
13,20,1419693361503,10,Ellipse,yes,yes,3062,left,A,1785
13,21,1419693369691,1,None,no,yes,2005,left,A,2085
13,9,1419693285143,0,None,yes,yes,3188,right,C,1762
13,14,1419693323178,0,None,yes,yes,1688,top,C,1714
13,15,1419693328472,0,None,yes,yes,1393,right,C,1456
13,16,1419693334031,0,None,yes,yes,1627,left,C,1344
13,17,1419693342273,0,None,yes,yes,2456,right,C,1253
13,19,1419693354103,0,None,yes,yes,1791,top,C,1414
13,22,1419693376030,0,None,yes,yes,1904,left,C,1344
14,19,1419694031639,7,Dist,no,yes,1348,right,A_pop,630
14,16,1419694017119,4,Dist,yes,yes,1468,right,A,1252
14,9,1419693976339,22,Line,no,yes,2168,left,A_pop,2333
14,14,1419694006240,19,Line,yes,yes,1597,left,A,1295
14,17,1419694022495,13,Ellipse,yes,yes,1646,right,A,1309
14,12,1419693995136,10,Ellipse,yes,yes,2053,left,A,2158
14,18,1419694027247,1,None,no,yes,1448,right,A,893
14,10,1419693982552,0,None,yes,yes,1893,left,C,1900
14,11,1419693988448,0,None,yes,yes,1669,right,C,1813
14,13,1419694000929,0,None,yes,yes,1293,top,C,2087
14,15,1419694011984,0,None,yes,yes,1733,right,C,1598
14,20,1419694037167,0,None,yes,yes,1705,left,C,1414
14,21,1419694042272,0,None,yes,yes,1252,top,C,1440
14,22,1419694047754,0,None,yes,yes,1672,right,C,1399
15,10,1419695518960,7,Dist,yes,yes,2150,left,A,2906
15,18,1419695565701,4,Dist,no,yes,1171,left,A_pop,1145
15,11,1419695527166,22,Line,no,yes,2188,left,A_pop,3556
15,20,1419695576246,19,Line,yes,yes,1462,left,A,1009
15,13,1419695539998,13,Ellipse,yes,yes,2185,right,A,1195
15,16,1419695555856,10,Ellipse,yes,yes,1694,left,A,759
15,22,1419695586388,1,None,no,yes,1243,left,A,2119
15,9,1419695511437,0,None,yes,yes,2086,top,C,3053
15,12,1419695534141,0,None,yes,yes,2288,left,C,2251
15,14,1419695545681,0,None,yes,yes,1536,right,C,1710
15,15,1419695550965,0,None,yes,yes,1544,right,C,1307
15,17,1419695560946,0,None,yes,yes,1514,right,C,1130
15,19,1419695571343,0,None,yes,yes,2033,left,C,1171
15,21,1419695580558,0,None,yes,yes,1035,top,C,808
16,14,1419692794942,7,Dist,yes,yes,1495,left,A,673
16,18,1419692819445,4,Dist,yes,yes,2466,right,A,2273
16,15,1419692800148,22,Line,yes,yes,1889,right,A,893
16,21,1419692835356,19,Line,yes,yes,1782,left,A,806
16,13,1419692790366,13,Ellipse,yes,yes,1428,right,A,776
16,12,1419692785722,10,Ellipse,no,yes,2000,right,A_pop,2696
16,19,1419692824891,1,None,no,yes,1361,left,A,1674
16,9,1419692769323,0,None,yes,yes,3270,top,C,1562
16,10,1419692774367,0,None,yes,yes,1087,left,C,1546
16,11,1419692778595,0,None,yes,yes,900,top,C,919
16,16,1419692805234,0,None,yes,yes,1408,right,C,1271
16,17,1419692812298,0,None,yes,yes,1228,right,C,3417
16,20,1419692830359,0,None,yes,yes,1512,right,C,1544
16,22,1419692842077,0,None,yes,yes,2105,left,C,2206
17,9,1419697937147,7,Dist,no,yes,2589,right,A_pop,2659
17,13,1419697960659,4,Dist,no,yes,1750,left,A_pop,1402
17,14,1419697967055,22,Line,yes,yes,1842,right,A,2146
17,16,1419697978135,19,Line,yes,yes,1750,left,A,1440
17,10,1419697943168,13,Ellipse,yes,yes,1770,right,A,1836
17,12,1419697955104,10,Ellipse,yes,yes,1773,left,A,1439
17,15,1419697972541,1,None,no,yes,1751,left,A,1331
17,11,1419697949486,0,None,yes,yes,1737,right,C,2177
17,17,1419697984539,0,None,yes,yes,1854,right,C,2147
17,18,1419697990623,0,None,yes,yes,1869,top,C,1811
17,19,1419697996715,0,None,yes,yes,1887,top,C,1804
17,20,1419698002427,0,None,yes,yes,1666,left,C,1641
17,21,1419698008581,0,None,yes,yes,1483,left,C,2269
17,22,1419698014651,0,None,yes,yes,1676,right,C,1992
18,12,1419693256826,7,Dist,yes,yes,3659,left,A,3839
18,24,1419693335415,4,Dist,yes,yes,1599,right,A,1493
18,22,1419693324711,22,Line,yes,yes,1676,right,A,1491
18,14,1419693274073,19,Line,no,yes,3520,right,A_pop,5086
18,25,1419693340981,13,Ellipse,yes,yes,1513,right,A,1620
18,19,1419693306832,10,Ellipse,yes,yes,3470,left,A,3896
18,21,1419693319119,1,None,no,yes,1829,left,A,1845
18,13,1419693263048,0,None,yes,yes,1590,right,C,2213
18,15,1419693280000,0,None,yes,yes,1748,left,C,1765
18,16,1419693285464,0,None,yes,yes,1474,right,C,1528
18,17,1419693291016,0,None,yes,yes,1377,top,C,1757
18,18,1419693296832,0,None,yes,yes,1411,right,C,1990
18,20,1419693313032,0,None,yes,yes,1994,top,C,1784
18,23,1419693329903,0,None,yes,yes,1271,left,C,1501
19,11,1419693314550,7,Dist,no,yes,1640,right,A_pop,909
19,12,1419693318635,4,Dist,no,yes,1075,left,A_pop,600
19,21,1419693370006,22,Line,no,yes,1405,left,A_pop,905
19,10,1419693309589,19,Line,yes,yes,3245,left,A,2104
19,15,1419693336770,13,Ellipse,no,yes,1372,left,A_pop,1552
19,22,1419693374399,10,Ellipse,no,yes,1190,right,A_pop,768
19,19,1419693359534,1,None,no,yes,1304,right,A,1057
19,9,1419693301770,0,None,yes,yes,1870,left,C,1525
19,13,1419693325858,0,None,yes,yes,1868,right,C,2948
19,14,1419693331392,0,None,yes,yes,1717,top,C,1409
19,16,1419693342024,0,None,yes,yes,1533,top,C,1313
19,17,1419693348232,0,None,yes,yes,2727,right,C,1072
19,18,1419693354767,0,None,yes,yes,1511,left,C,2616
19,20,1419693365287,0,None,yes,yes,1221,right,C,2124
20,17,1419693026224,7,Dist,yes,yes,2157,left,A,1305
20,19,1419693036200,4,Dist,yes,yes,1470,right,A,1206
20,13,1419693003670,22,Line,no,yes,2226,left,A_pop,2377
20,22,1419693052684,19,Line,yes,yes,1919,left,A,1290
20,16,1419693020341,13,Ellipse,yes,yes,1817,right,A,1280
20,11,1419692990570,10,Ellipse,yes,yes,2750,left,A,3334
20,20,1419693041367,1,None,no,yes,1600,left,A,1140
20,9,1419692976970,0,None,yes,yes,3564,left,C,1810
20,10,1419692982026,0,None,yes,yes,1240,right,C,1383
20,12,1419692996633,0,None,yes,yes,1560,right,C,2066
20,14,1419693009580,0,None,yes,yes,1997,left,C,1470
20,15,1419693014805,0,None,yes,yes,1397,top,C,1401
20,18,1419693031088,0,None,yes,yes,1130,top,C,1300
20,21,1419693047020,0,None,yes,yes,1826,right,C,1393
21,22,1419693397185,7,Dist,no,yes,1414,right,A_pop,922
21,11,1419693336622,4,Dist,no,yes,2103,left,A_pop,2549
21,13,1419693348724,22,Line,yes,yes,2335,right,A,2024
21,15,1419693361333,19,Line,no,yes,1465,right,A_pop,1314
21,16,1419693366178,13,Ellipse,yes,yes,1380,right,A,1056
21,14,1419693356146,10,Ellipse,no,yes,2696,right,A_pop,2313
21,12,1419693341958,1,None,no,yes,1638,right,A,1289
21,9,1419693324474,0,None,yes,yes,6931,left,C,1930
21,10,1419693329560,0,None,yes,yes,1339,top,C,1340
21,17,1419693372084,0,None,yes,yes,1593,right,C,1905
21,18,1419693376717,0,None,yes,yes,1077,right,C,1150
21,19,1419693381952,0,None,yes,yes,1247,top,C,1582
21,20,1419693387498,0,None,yes,yes,1468,left,C,1671
21,21,1419693392443,0,None,yes,yes,1169,right,C,1369
22,12,1419693382528,7,Dist,no,yes,1640,right,A_pop,1254
22,11,1419693377228,4,Dist,no,yes,2341,left,A_pop,2559
22,23,1419693442747,22,Line,no,yes,1630,left,A_pop,1292
22,20,1419693427285,19,Line,no,yes,1945,right,A_pop,1919
22,21,1419693432899,13,Ellipse,no,yes,1713,left,A_pop,1486
22,22,1419693437419,10,Ellipse,no,yes,1385,right,A_pop,715
22,16,1419693405214,1,None,no,yes,2192,left,A,1925
22,13,1419693388183,0,None,yes,yes,1725,top,C,1524
22,14,1419693393734,0,None,yes,yes,1519,top,C,1622
22,15,1419693398687,0,None,yes,yes,1203,left,C,1337
22,17,1419693410962,0,None,yes,yes,1916,left,C,1426
22,18,1419693415938,0,None,yes,yes,1313,right,C,1256
22,19,1419693421005,0,None,yes,yes,1281,right,C,1381
22,24,1419693448085,0,None,yes,yes,1298,right,C,1635
23,10,1419693872022,7,Dist,no,yes,2134,right,A_pop,2647
23,19,1419693927906,4,Dist,yes,yes,1788,right,A,1713
23,21,1419693940089,22,Line,no,yes,1816,left,A_pop,2269
23,16,1419693909666,19,Line,yes,yes,1964,left,A,3459
23,12,1419693885036,13,Ellipse,yes,yes,2447,right,A,2175
23,20,1419693933582,10,Ellipse,no,yes,1905,right,A_pop,1320
23,18,1419693921970,1,None,no,yes,1858,right,A,2824
23,9,1419693864802,0,None,yes,yes,2036,right,C,1593
23,11,1419693877997,0,None,yes,yes,1561,top,C,1976
23,13,1419693890950,0,None,yes,yes,1850,right,C,1656
23,14,1419693896381,0,None,yes,yes,1501,left,C,1482
23,15,1419693901814,0,None,yes,yes,1667,right,C,1355
23,17,1419693914859,0,None,yes,yes,1432,left,C,1345
23,22,1419693945900,0,None,yes,yes,1766,top,C,1611
24,13,1419692896657,7,Dist,no,yes,1774,right,A_pop,1646
24,14,1419692902133,4,Dist,no,yes,1902,left,A_pop,1161
24,22,1419692944907,22,Line,no,yes,1711,left,A_pop,1196
24,19,1419692929051,19,Line,no,yes,1252,right,A_pop,985
24,18,1419692924401,13,Ellipse,no,yes,1926,left,A_pop,1959
24,10,1419692878700,10,Ellipse,no,yes,2483,right,A_pop,2966
24,15,1419692907204,1,None,no,yes,1460,right,A,1203
24,9,1419692870805,0,None,yes,yes,1650,left,C,2169
24,11,1419692885074,0,None,yes,yes,1675,right,C,2285
24,12,1419692890822,0,None,yes,yes,1496,top,C,1842
24,16,1419692912604,0,None,yes,yes,1372,top,C,1617
24,17,1419692918093,0,None,yes,yes,1710,left,C,1368
24,20,1419692934593,0,None,yes,yes,1283,right,C,1849
24,21,1419692939590,0,None,yes,yes,1206,right,C,1380
25,22,1419693678145,7,Dist,no,yes,1568,right,A_pop,1510
25,17,1419693650685,4,Dist,no,yes,1423,left,A_pop,1320
25,9,1419693603494,22,Line,no,yes,2945,left,A_pop,2771
25,20,1419693667330,19,Line,no,yes,1401,right,A_pop,1175
25,11,1419693616053,13,Ellipse,yes,yes,1670,right,A,2440
25,13,1419693628638,10,Ellipse,no,yes,2877,right,A_pop,1725
25,18,1419693656120,1,None,no,yes,1528,left,A,1472
25,10,1419693609464,0,None,yes,yes,1765,left,C,1750
25,12,1419693621583,0,None,yes,yes,1682,right,C,1400
25,14,1419693634663,0,None,yes,yes,1842,top,C,1750
25,15,1419693640375,0,None,yes,yes,1785,right,C,1490
25,16,1419693645503,0,None,yes,yes,1247,right,C,1440
25,19,1419693662294,0,None,yes,yes,2221,left,C,1520
25,21,1419693672645,0,None,yes,yes,1555,top,C,1330
26,22,1419696934563,7,Dist,no,no,1234,top,a,1147
26,17,1419696908005,4,Dist,yes,yes,2370,right,A,1452
26,9,1419696854623,22,Line,yes,yes,2205,right,A,2828
26,16,1419696901775,19,Line,no,yes,3830,right,A_pop,1451
26,14,1419696886682,13,Ellipse,no,yes,2186,left,A_pop,1725
26,13,1419696880353,10,Ellipse,yes,yes,2878,left,A,2018
26,21,1419696929767,1,None,yes,no,1419,top,a,1238
26,10,1419696860662,0,None,yes,yes,1809,top,C,1816
26,11,1419696866721,0,None,yes,yes,2057,left,C,1593
26,12,1419696873025,0,None,yes,yes,2412,right,C,1481
26,15,1419696894082,0,None,yes,yes,2009,right,C,2982
26,18,1419696913551,0,None,yes,yes,1869,top,C,1269
26,19,1419696919129,0,None,yes,yes,1758,left,C,1410
26,20,1419696924697,0,None,yes,yes,1721,right,C,1441
27,21,1419692906307,7,Dist,no,yes,1446,right,A_pop,1397
27,18,1419692890017,4,Dist,no,yes,1781,left,A_pop,1638
27,9,1419692834400,22,Line,yes,yes,2716,right,A,3114
27,16,1419692878346,19,Line,yes,yes,1601,left,A,2202
27,20,1419692901051,13,Ellipse,yes,yes,1458,right,A,1631
27,14,1419692866574,10,Ellipse,yes,yes,2150,left,A,1686
27,11,1419692846451,1,None,no,yes,1999,right,A,1755
27,10,1419692840287,0,None,yes,yes,1590,top,C,1886
27,12,1419692853190,0,None,yes,yes,1583,right,C,2745
27,13,1419692860310,0,None,yes,yes,1549,right,C,3163
27,15,1419692872130,0,None,yes,yes,1306,right,C,1843
27,17,1419692884185,0,None,yes,yes,1736,left,C,1689
27,19,1419692895545,0,None,yes,yes,1393,top,C,1725
27,22,1419692911866,0,None,yes,yes,1535,left,C,1614
28,12,1419643642908,7,Dist,yes,yes,1563,left,A,2963
28,14,1419643651667,4,Dist,yes,yes,1409,right,A,844
28,22,1419643687081,22,Line,yes,yes,1067,right,A,342
28,15,1419643656386,19,Line,yes,yes,1442,left,A,838
28,16,1419643660481,13,Ellipse,yes,yes,1090,right,A,526
28,21,1419643683249,10,Ellipse,yes,yes,1341,left,A,422
28,13,1419643646973,1,None,no,yes,1091,left,A,503
28,9,1419643625683,0,None,yes,yes,1553,top,C,1939
28,10,1419643630826,0,None,yes,yes,1079,top,C,1654
28,11,1419643635905,0,None,yes,yes,1614,left,C,1054
28,17,1419643665689,0,None,yes,yes,1749,right,C,1046
28,18,1419643669969,0,None,yes,yes,1133,left,C,734
28,19,1419643674361,0,None,yes,yes,1240,right,C,742
28,20,1419643679065,0,None,yes,yes,1153,right,C,1140
29,18,1419693777193,7,Dist,no,yes,2141,right,A_pop,1468
29,15,1419693758947,4,Dist,no,yes,1479,left,A_pop,1128
29,12,1419693742746,22,Line,yes,yes,1854,right,A,1357
29,22,1419693799269,19,Line,no,yes,1721,right,A_pop,1439
29,19,1419693783536,13,Ellipse,no,yes,2350,left,A_pop,1575
29,9,1419693722772,10,Ellipse,yes,yes,2016,left,A,2232
29,17,1419693771167,1,None,no,yes,1289,left,A,1633
29,10,1419693729276,0,None,yes,yes,2341,left,C,1747
29,11,1419693737120,0,None,yes,yes,1437,left,C,3988
29,13,1419693748676,0,None,yes,yes,1438,right,C,2072
29,14,1419693753923,0,None,yes,yes,1156,top,C,1674
29,16,1419693765825,0,None,yes,yes,1591,top,C,2868
29,20,1419693788864,0,None,yes,yes,1609,right,C,1304
29,21,1419693793688,0,None,yes,yes,1128,right,C,1278
30,15,1419693148278,7,Dist,no,yes,2106,right,A_pop,1532
30,20,1419693180524,4,Dist,no,yes,1822,left,A_pop,1566
30,12,1419693128729,22,Line,yes,yes,2599,right,A,3078
30,21,1419693186182,19,Line,no,yes,1834,right,A_pop,1415
30,22,1419693191384,13,Ellipse,no,yes,1483,left,A_pop,1307
30,16,1419693154664,10,Ellipse,yes,yes,2488,left,A,1484
30,9,1419693108305,1,None,no,yes,3284,right,A,6829
30,10,1419693114537,0,None,yes,yes,1761,top,C,2059
30,11,1419693120639,0,None,yes,yes,1570,right,C,2123
30,13,1419693135308,0,None,yes,yes,1600,right,C,2570
30,14,1419693142230,0,None,yes,yes,2787,top,C,1726
30,17,1419693161124,0,None,yes,yes,2284,left,C,1767
30,18,1419693168430,0,None,yes,yes,2918,left,C,1978
30,19,1419693174727,0,None,yes,yes,1723,right,C,2166
31,14,1419693514753,7,Dist,no,yes,2155,right,A_pop,1864
31,21,1419693565785,4,Dist,yes,yes,3271,right,A,1803
31,13,1419693508313,22,Line,yes,yes,1863,right,A,1752
31,16,1419693529113,19,Line,no,yes,2092,right,A_pop,2707
31,19,1419693549911,13,Ellipse,yes,yes,1859,right,A,2205
31,17,1419693537667,10,Ellipse,yes,yes,4107,left,A,2009
31,9,1419693485115,1,None,no,yes,2415,left,A,2083
31,10,1419693491667,0,None,yes,yes,2161,right,C,1952
31,11,1419693497012,0,None,yes,yes,1440,left,C,1472
31,12,1419693502265,0,None,yes,yes,1379,top,C,1460
31,15,1419693521891,0,None,yes,yes,2127,left,C,2598
31,18,1419693543423,0,None,yes,yes,1628,right,C,1716
31,20,1419693558295,0,None,yes,yes,3227,top,C,2744
31,22,1419693571393,0,None,yes,yes,1616,right,C,1582
32,16,1419694185782,7,Dist,yes,yes,2264,left,A,1146
32,23,1419694221326,4,Dist,yes,yes,1480,right,A,727
32,19,1419694202252,22,Line,yes,yes,1675,right,A,1117
32,11,1419694156884,19,Line,yes,yes,3871,left,A,2540
32,24,1419694226853,13,Ellipse,yes,yes,2052,right,A,1063
32,18,1419694197051,10,Ellipse,yes,yes,2511,left,A,1684
32,20,1419694206796,1,None,no,yes,1551,left,A,587
32,12,1419694162825,0,None,yes,yes,1777,right,C,1755
32,13,1419694168922,0,None,yes,yes,1768,right,C,1920
32,14,1419694174252,0,None,yes,yes,1806,right,C,1111
